"OFFER_ID","prob_accept"
62,0.175515100359917
69,0.00339830573648214
115,0.106755055487156
122,0.0174294300377369
161,0.19577319920063
180,0.421628594398499
189,0.341571390628815
194,0.0194830372929573
238,0.0320901982486248
247,0.0737212598323822
259,0.00311550311744213
270,0.488176435232162
274,0.452175945043564
306,0.00111367786303163
353,0.0971002578735352
405,0.0577850975096226
421,0.021311342716217
445,0.00951752159744501
496,0.525128602981567
528,0.0214681662619114
546,0.0878371745347977
560,0.137862265110016
618,0.0463428944349289
621,0.00453065289184451
622,0.00566664012148976
625,0.252207398414612
640,0.672814905643463
651,0.009292415343225
681,0.121679693460464
716,0.0785839408636093
736,0.0409427098929882
764,0.00845290161669254
796,0.00624232087284327
906,0.0656067654490471
919,0.0347666852176189
929,0.0609694495797157
1006,0.103321582078934
1027,0.022171039134264
1082,0.0738826170563698
1134,0.136683806777
1146,0.0129597503691912
1161,0.300779014825821
1184,0.220541819930077
1195,0.106226496398449
1197,0.0120978206396103
1229,0.016444381326437
1241,0.00360020250082016
1255,0.0138475028797984
1292,0.0285900570452213
1326,0.0110572949051857
1371,0.00160555925685912
1488,0.336627393960953
1489,0.00518617127090693
1496,0.00420201849192381
1498,0.484122097492218
1501,0.0993202403187752
1509,0.0183251518756151
1517,0.0611121244728565
1523,0.014214726164937
1532,0.0826960057020187
1555,0.00505223823711276
1613,0.00549525953829288
1647,0.497935265302658
1675,0.354765504598618
1680,0.0290658976882696
1687,0.193460553884506
1709,0.00398790277540684
1779,0.0181186255067587
1789,0.0232763718813658
1859,0.193787276744843
1906,0.330393940210342
1926,0.155232116580009
1961,0.0561730712652206
1998,0.001404101960361
2005,0.360535323619843
2006,0.0639345496892929
2030,0.0411853231489658
2045,0.0555428378283978
2049,0.00251510599628091
2096,0.00810315273702145
2103,0.0115298349410295
2113,0.22273300588131
2177,0.0189493112266064
2180,0.00581503426656127
2241,0.0376281775534153
2246,0.00571675738319755
2302,0.00748754106462002
2392,0.0313628539443016
2422,0.0291481520980597
2423,0.0669811218976974
2523,0.013279334641993
2524,0.0225228648632765
2528,0.0214142762124538
2549,0.0613569840788841
2557,0.0273734927177429
2586,0.0156432222574949
2591,0.0321176461875439
2606,0.228907123208046
2620,0.0117394095286727
2642,0.046041589230299
2676,0.0147081445902586
2687,0.144122838973999
2691,0.0453985892236233
2748,0.225616633892059
2804,0.0333127230405807
2807,0.0069261216558516
2821,0.0800405144691467
2835,0.141788706183434
2839,0.0121956495568156
2923,0.0291524082422256
2953,0.0105010950937867
2970,0.0305002462118864
3145,0.0652670413255692
3166,0.00116389733739197
3180,0.0434140600264072
3200,0.328372001647949
3203,0.782556116580963
3208,0.0255785584449768
3252,0.0109392516314983
3265,0.104492917656898
3321,0.0137026440352201
3353,0.0166336409747601
3370,0.00448425952345133
3423,0.00699725560843945
3449,0.00358702498488128
3469,0.06822220236063
3508,0.146281644701958
3518,0.0207323543727398
3533,0.0720926001667976
3535,0.0556764341890812
3586,0.284547418355942
3612,0.449571043252945
3613,0.014198905788362
3625,0.01227608602494
3630,0.0317058265209198
3640,0.53702974319458
3664,0.00565769756212831
3669,0.0182189624756575
3671,0.130133524537086
3672,0.03510732203722
3679,0.0485746935009956
3688,0.114624999463558
3722,0.0895815938711166
3731,0.00824288930743933
3769,0.508387923240662
3774,0.143746972084045
3795,0.0987969934940338
3800,0.0505335777997971
3823,0.306692391633987
3833,0.00494529632851481
3840,0.4246746301651
3858,0.131793364882469
3883,0.00329297152347863
3893,0.161129757761955
3913,0.0101555986329913
3936,0.0047633396461606
3954,0.318952620029449
3975,0.00947905331850052
4077,0.0053355498239398
4084,0.135792881250381
4125,0.00774176698178053
4131,0.00542283710092306
4181,0.277416348457336
4208,0.456424236297607
4304,0.00645443238317966
4315,0.393250435590744
4331,0.00205099442973733
4333,0.0117483930662274
4349,0.0937039777636528
4391,0.0139218140393496
4393,0.0911329984664917
4411,0.00364653090946376
4460,0.00267898850142956
4467,0.0176273118704557
4470,0.0597953610122204
4496,0.115846827626228
4509,0.261638581752777
4523,0.146063834428787
4548,0.00209345296025276
4611,0.0425419695675373
4633,0.00480864103883505
4635,0.0669554099440575
4643,0.0936489999294281
4649,0.231375709176064
4650,0.00712237600237131
4688,0.0120420884341002
4724,0.016922852024436
4771,0.317458182573318
4787,0.415071725845337
4792,0.0120865479111671
4798,0.147622019052505
4839,0.0438848361372948
4885,0.466947913169861
4887,0.538251221179962
4921,0.052228968590498
4931,0.0680417641997337
4994,0.176616102457047
5000,0.477356940507889
5014,0.0242073740810156
5055,0.26094189286232
5075,0.00938065815716982
5119,0.0169314853847027
5133,0.251317024230957
5145,0.00619821902364492
5152,0.123505264520645
5201,0.0115700969472528
5204,0.197902858257294
5223,0.00724262418225408
5231,0.0126576060429215
5246,0.0390893034636974
5280,0.222896829247475
5285,0.218019515275955
5291,0.0380885526537895
5295,0.0219322051852942
5331,0.107477702200413
5340,0.415502667427063
5356,0.497435867786407
5400,0.0618065893650055
5450,0.0292576774954796
5454,0.00752848107367754
5456,0.571996033191681
5471,0.0208796486258507
5512,0.447337746620178
5553,0.0266765151172876
5556,0.0354595594108105
5584,0.41856437921524
5627,0.00526638003066182
5691,0.0602915398776531
5698,0.0838040709495544
5699,0.0726183503866196
5708,0.00736480439081788
5710,0.00388383981771767
5714,0.172120034694672
5730,0.455114334821701
5751,0.130552902817726
5766,0.288119167089462
5777,0.00613166997209191
